,MWE,Previous,Target,Next
593,old hat,"They want it, and you will get your money back.""",He alluded to an old hatred which existed between the concession of Montsou and that of Vandame.,"In spite of the latter's slight importance, its powerful neighbour was enraged at seeing, enclosed within its own sixty-seven communes, this square league which did not belong to it, and after having vainly tried to kill it had plotted to buy it at a low price when in a failing condition."
594,old hat,"But rage was now carrying him away, and the two men were face to face with inflamed eyes.","It was an old hatred, a jealousy long unacknowledged, which was breaking out.",One of them now must do for the other.
595,love song,The girls often slipped out from the study to go and see her.,"She knew by heart the love songs of the last century, and sang them in a low voice as she stitched away.","She told stories, gave them news, went errands in the town, and on the sly lent the big girls some novel, that she always carried in the pockets of her apron, and of which the good lady herself swallowed long chapters in the intervals of her work."
596,close call,"In fact, it soon would have hit the underbelly of the Ice Bank, but it had stopped in time and was floating in midwater.","""That was a close call!""",Conseil then said.
597,close call,"And then, with no way to renew our air supply. . . .","Yes, that was a close call!""","""If it's over with!"""
598,close call,"In fact, it soon would have hit the underbelly of the Ice Bank, but it had stopped in time and was floating in midwater.","""That was a close call!""",Conseil then said.
599,close call,"And then, with no way to renew our air supply. . . .","Yes, that was a close call!""","""If it's over with!"""
600,mother tongue,"As for me, what had harrowed my heart in the thick of this struggle was the despairing yell given by this unfortunate man.","Forgetting his regulation language, this poor Frenchman had reverted to speaking his own mother tongue to fling out one supreme plea!","Among the Nautilus's crew, allied body and soul with Captain Nemo and likewise fleeing from human contact, I had found a fellow countryman!"
601,mother tongue,"Here I looked for a display of learning, but I met instead with profound analysis.","""This Saknussemm,"" he went on, ""was a very well-informed man; now since he was not writing in his own mother tongue, he would naturally select that which was currently adopted by the choice spirits of the sixteenth century; I mean Latin.","If I am mistaken, I can but try Spanish, French, Italian, Greek, or Hebrew."
602,mother tongue,"As for me, what had harrowed my heart in the thick of this struggle was the despairing yell given by this unfortunate man.","Forgetting his regulation language, this poor Frenchman had reverted to speaking his own mother tongue to fling out one supreme plea!","Among the Nautilus's crew, allied body and soul with Captain Nemo and likewise fleeing from human contact, I had found a fellow countryman!"
603,mother tongue,"Here I looked for a display of learning, but I met instead with profound analysis.","""This Saknussemm,"" he went on, ""was a very well-informed man; now since he was not writing in his own mother tongue, he would naturally select that which was currently adopted by the choice spirits of the sixteenth century; I mean Latin.","If I am mistaken, I can but try Spanish, French, Italian, Greek, or Hebrew."
604,mother tongue,"The sound of the most delightful instruments of music was heard, and the most agreeable smell came from the kitchen.","Cacambo went up to the door and heard those within talking in the Peruvian language, which was his mother tongue; for everyone knows that Cacambo was born in a village of Tucuman, where no other language is spoken.","""I will be your interpreter here,"" said he to Candide."
605,brick wall,We took him to a place which the Sikhs had already prepared.,"It was some distance off, where a winding passage leads to a great empty hall, the brick walls of which were all crumbling to pieces.","The earth floor had sunk in at one place, making a natural grave, so we left Achmet the merchant there, having first covered him over with loose bricks."
